thscode,ths_industry,corp_profile,ths_is_allback_mech_global,the_concept,ah_premium_rate
6181.HK,,老铺黄金股份有限公司是壹家从事研发、制作和销售黄金饰品的中国公司。该公司提供商品制作和保养维修服务。该公司黄金产品主要包括足金黄金产品和足金镶嵌产品（足金镶嵌钻石或其他宝石）。足金黄金产品是以壹系列古法手工技艺制作的黄金产品，包括吊坠、手镯、戒指及耳钉等日常佩戴的配饰，以及把玩、日用金器和摆件金器等克重较大的珠宝。足金镶嵌产品是钻石或其他宝石（如有色宝石）镶嵌于足金镶托中。该公司主要在中国市场开展业务。,,"港股成交额前100[HK],零售股[HK],黄金[HK],知名公司[HK],联交所指定卖空证券,港股通标的股票,深港通下的港股通标的股票,H股,H股内地民营企业",
6600.HK,,"卧安机器人(深圳)股份有限公司成立于2018年10月18日。公司是家庭机器人系统的全球提供商,主要市场包括日本、欧洲及北美,并致力于构建以智慧家庭机器人产品为核心的生态系统。根据弗若斯特沙利文报告,公司为全球领先的家庭机器人系统提供商,提供专为多种家庭生活场景设计的广泛家庭机器人品类。公司的产品主要包括(i)增强型执行机器人,包括灵活型技巧机器人(如门锁机器人、窗帘机器人及手指机器人)、增强型移动机器人(如多功能家用机器人)以及运动机器人;(ii)感知与决策系统,包括智能中枢、智能传感器及智能摄像头;及(iii)其他智能家庭产品与服务,如照明及电动工具及智能家电。公司以技术研发和产品创新为驱动核心,发挥集研发、生产及销售于一体的产业链优势,持续加强家庭机器人技术在广泛的家庭生活场景(覆盖智能操控、家务劳动、智慧管家、养老护理、安全防护及能源管理)的应用及深耕,并不断提升家庭场景覆盖纵深及机器人智能自主学习和决策能力,为用户提供完整丰富的智能家庭生活生态系统。",,"深港通下的港股通标的股票,港股通标的股票,H股,H股内地民营企业,次新股[HK]",
6603.HK,,IFBH Limited是一家即食饮料和食品公司。该公司的产品组合以两个源自泰国的品牌为中心：其旗舰品牌“if”和“Innococo”。该公司的“if”品牌专注于提供天然健康的泰国饮料和食品，其理念迎合不同消费者的口味；而“Innococo”品牌则致力于提供比传统运动和功能性饮料更健康的替代品。“if”和“Innococo”品牌下的产品组合包含叁大类：天然椰子水相关饮料、其他饮料和植物基零食。该公司主要在中国大陆和香港的椰子水相关饮料市场运营，并在新加坡、台湾和其他全球市场开展业务。,,"联交所指定卖空证券,港股通标的股票,深港通下的港股通标的股票,次新股[HK],港股无面值公司",
6613.HK,,蓝思科技股份有限公司的主营业务是智能手机与电脑、智能汽车及座舱、智能头显与智能穿戴、人形机器人等智能终端的结构件、功能模组、整机组装等配套服务的研发、生产和销售。公司的主要产品是智能手机和电脑、折叠屏手机、AI眼镜、智能座舱、超薄夹胶多功能车窗玻璃、具身智能业务、AI服务器业务、商业航天业务。,,"联交所指定卖空证券,港股通标的股票,深港通下的港股通标的股票,H股内地民营企业,H股,次新股[HK]",
6636.HK,,"山东极视角科技股份有限公司成立于2015年6月15日。公司是中国AI计算机视觉解决方案提供商,为各行各业的企业提供端到端解决方案开发、部署及管理服务。此外,公司在提供具有商业可行性的大模型解决方案以赋能企业进行数字化转型方面已成功实现扩张。根据弗若斯特沙利文的资料,按2024年的收入计,公司于中国新兴计算机视觉解决方案市场中排名第八。计算机视觉解决方案(作为AI解决方案的重要分支)是一种模拟人类视觉系统,能使计算机从图像或视频中提取信息,并基于该信息进行分析、决策及交互的技术解决方案。大模型解决方案是指基于大模型功能构建的应用,以及相关配套服务。随着AI解决方案的快速发展,公司计划利用公司高效及包容性的AI技术,结合公司深厚的行业专业知识,加速企业智能转型,并推动企业全行业升级。",,"H股,次新股[HK],特专科技公司（18C）",
6651.HK,,"北京五一视界数字孪生科技股份有限公司成立于2015年2月16日。公司为一家在中国的数字孪生科技公司。公司已围绕3D图形、模拟仿真及人工智能三大领域的技术发展核心竞争力。公司于2015年2月成立。基于信息数据量的显著增长以及信息载体的迅速进步,公司的创始人观察到实时3D将成为继文本、图像及视像后最有效的信息交互方式,亦为信息时代发展的必然结果。当时,实时3D主要用于游戏领域,目的是使用户沉浸于一种虚拟世界的娱乐交互中。鉴于科技不断进步及日益关注行业应用,公司已选择将实时3D功能的范围扩展至更广阔的应用领域中。凭藉公司对行业的敏锐判断及深刻理解,公司认为创建一个数字孪生地球可拆解为五类要素(即建筑、道路、植被、水域及地形)及五个阶段(即静态世界、动态世界、半模拟世界、全模拟仿真世界及数字孪生世界)。",,"深港通下的港股通标的股票,港股通标的股票,H股,次新股[HK],特专科技公司（18C）",
6656.HK,,"思格新能源(上海)股份有限公司成立于2022年5月24日。公司是分布式储能系统(DESS)解决方案领域的全球领先者。公司认为,分布式储能系统-一款全球各地数千万家庭和企业用于太阳能发电、储能和充电的产品-其特点是融合AI和先进的软件技术,且提供更智能、更安全和可拓展的能源解决方案。公司在战略上专注于可堆叠分布式光储一体机解决方案市场,这一细分市场于2024年约占储能系统市场的0.7%。据弗若斯特沙利文报告,于成立两年后,按产品出货量计,公司已成为全球排名第一的可堆叠分布式光储一体机解决方案提供商,2024年的市场份额达28.6%,占同期分布式储能系统市场的0.6%及储能系统市场的0.2%。",,"港股成交额前100[HK],H股,H股内地民营企业,次新股[HK]",
6657.HK,,百望股份有限公司是一家主要从事提供企业数字化解决方案的中国公司。该公司主要从事为财税合规管理提供云端软件即服务（SaaS）解决方案及本地部署解决方案、数据驱动的分析服务以及满足其他企业需求。云化财税数字化解决方案主要包括票据合规管理解决方案、财税管理解决方案和供应链协同解决方案。数据驱动的分析服务包括数字精准营销服务和风险管理服务。本地部署财税数字化解决方案通过专有软件产品提供服务。,,"联交所指定卖空证券,H股,H股内地民营企业",
6676.HK,,找钢网集团是一家主要从事运营三方钢铁交易数字化平台的公司。该公司通过连接钢铁交易行业的主要参与者，提供涵盖钢铁交易全价值链的一站式企业对企业（B2B）综合服务，包括线上钢铁交易、物流、仓储及加工、软件即服务（SaaS）产品及大数据分析。该公司的业务已涵盖钢铁、电子、工控等多个行业。该公司主要在国内外市场开展其业务。,,"联交所指定卖空证券,非H股内地民营企业,同股不同权公司,港股VIE架构公司",
6681.HK,,脑动极光医疗科技有限公司是一家主要从事提供认知障碍数字疗法（DTx）集成软件解决方案的投资控股公司。该公司的主营业务是从事向医院提供系统集成软件解决方案，使医院能够对其认知障碍患者进行测评和干预。该公司还从事提供研究项目服务以及技术和运营支持服务。该公司的主要产品是脑功能信息管理平台软件系统，该系统能够对由血管疾病、神经退行性疾病、精神疾病和儿童发育缺陷等引起的各类认知障碍进行临床测评及干预。该公司主要在国内市场开展业务。,,"深港通下的港股通标的股票,港股通标的股票,联交所指定卖空证券,非H股内地民营企业,生物科技公司（18A）",
6687.HK,,聚水潭集团股份有限公司是一家主要从事提供电商软件即服务（SaaS）企业资源规划系统（ERP）的控股公司。该公司的主营业务包括提供SaaS服务、销售支持设备、推广服务。该公司的产品包括电商SaaS ERP产品和其他电商运营SaaS产品。该公司的主要产品聚水潭ERP服务商家用户在主要电商平台上处理电商订单相关的核心需求。聚水潭ERP提供的主要功能包括订单管理系统（OMS）、仓储管理系统（WMS）、采购管理系统（PMS）及分销管理系统（DMS）等。该公司主要在中国国内市场开展业务。,,"港股通标的股票,深港通下的港股通标的股票,非H股内地民营企业,次新股[HK]",
6693.HK,,赤峰吉隆黄金矿业集团股份有限公司的主营业务是黄金的开采、选矿及销售。公司的主要产品是合质金、锌精粉、铅精粉（含银）、铜精粉（含银）、钼精粉。,,"联交所指定卖空证券,深港通下的港股通标的股票,港股通标的股票,H股,H股内地民营企业",
6809.HK,,"澜起科技股份有限公司的主营业务是为云计算及AI基础设施提供创新、可靠及高能效的互连解决方案。公司的主要产品是互连类芯片。报告期内公司荣获“2025年福布斯中国创新力企业50强”,“《财富》中国科技50强”。我们首度入选上证50指数成分股，资本市场关注度显著提升。",,"港股通标的股票,深港通下的港股通标的股票,港股成交额前100[HK],次新股[HK],H股,H股内地民营企业",
6810.HK,,"上海商米科技集团股份有限公司成立于2013年12月11日,公司是全球领先的商业物联网(BIoT)解决方案提供商。公司的颠覆性解决方案集成了智能硬件、软件及数据洞察,赋能众多线下商业场景实现数字化转型,提升核心商业运营流程(如支付、会员管理、订单履约、存货控制及员工管理)效率。",,"H股内地民营企业,次新股[HK],H股,同股不同权公司",
6831.HK,,绿茶集团有限公司是一家主要从事休闲中式餐厅运营的投资控股公司。该公司经营绿茶餐厅。该公司提供的菜品主要包括招牌菜、前菜、汤羹、主菜、素菜、甜品及饮品，如招牌粉丝裹虾、东坡仔排、绿茶烤肉、石锅鸡汤豆腐和面包诱惑。该公司还从事外卖业务和其他业务。其他业务主要包括手机充电服务、销售食用油、调料及礼盒等产品及泊车服务。该公司主要在中国国内市场经营其业务。,,"联交所指定卖空证券,非H股内地民营企业",
6871.HK,,"浙江翼菲智能科技股份有限公司成立于2012年6月26日。公司是中国一家工业机器人科技企业,专注于工业机器人的设计、研发、制造及商业化,并提供综合机器人解决方案,深耕轻工业应用场景。凭藉自主研发的机器人本体、控制及视觉系统和制造工艺,公司已建立全覆盖技术生态体系,实现规模化智能决策、环境感知、精确操控及自主移动。",,"港股成交额前100[HK],H股,次新股[HK],特专科技公司（18C）",
6883.HK,,颖通控股有限公司是一家主要从事香水经销业务的投资控股公司。该公司主要经销从第三方品牌授权商采购的香水产品，以及彩妆、护肤品、个人护理产品、眼镜及家居香氛。该公司还从事品牌授权商市场部署业务，例如品牌管理、设计并执行客制化的市场进入和扩张计划。,,"次新股[HK],非H股内地民营企业",
6887.HK,,广东东阳光药业股份有限公司是一家主要从事药物的研发、生产和商业化的中国公司。该公司专注于创新药，亦涉及改良型新药、仿制药和生物类似药。该公司的抗感染产品包括可威（磷酸奥司他韦），用于治疗流行性感冒（特别是甲型及乙型流行性感冒病毒），东卫恩（磷酸依米他韦），用于治疗丙型肝炎，及主要用于治疗敏感细菌引起的感染的仿制药，即克拉霉素、左氧氟沙星及盐酸莫西沙星。该公司的慢病治疗药物主要专注于治疗糖尿病、高尿酸血症、高血压及胃酸相关疾病，包括胰岛素产品及仿制药。该公司还关注肿瘤治疗领域。,,"联交所指定卖空证券,次新股[HK],H股,H股内地民营企业",
6936.HK,,顺丰控股股份有限公司的主营业务是综合性快递物流服务。公司的主要产品是时效快递、经济快递、快运、冷运及医药、同城即时配送、国际快递、国际货运及代理、供应链。公司以AI与运筹技术应用为核心的智慧物流网络规划与运营系列项目，先后荣获弗兰兹·厄德曼全球决赛奖(FinalistAward)、中国计算机学会(CCF)科技成果奖、德国红点设计大奖(RedDotDesignAward)等国内外重要荣誉。,,"无人驾驶[HK],机器人概念[HK],联交所指定卖空证券,深港通下的港股通标的股票,港股通标的股票,物流[HK],H股内地民营企业,智能物流[HK],H股",
6938.HK,,"苏州瑞博生物技术股份有限公司成立于2007年01月18日,公司是一家从事小核酸药物研究和开发,尤其专注于siRNA疗法的生物制药公司。公司启程于2007年,是该领域的开拓者之一，使命是率先开发新疗法,以彻底改变亟需解决的疾病治疗方式,这些疾病包括心血管、代谢类、肾脏和肝脏疾病。通过不懈努力,公司旨在重新定义患者治疗并改善深受这些衰弱性疾病影响的数百万人的生活。",,"H股,次新股[HK],生物科技公司（18A）",
6959.HK,,长久股份有限公司是一家主要提供质押车辆监控服务及汽车经销商运营管理服务的公司。该公司经营两个分部。质押车辆监控服务分部主要向就汽车经销商购买汽车而向其提供有质押融资的金融机构及从事质押车业务的汽车经销商提供质押车辆监控服务。汽车经销商运营管理服务分部为汽车经销商提供运营指导、数据系统及管理解决方案。该公司主要在中国市场开展业务。,,非H股内地民营企业,
6960.HK,,双登集团股份有限公司是一家主要从事设计、研发、制造和销售储能电池及系统的中国公司。该公司的主要产品包括锂离子电池和铅酸电池。该公司的锂离子电池主要为磷酸铁锂电池，其产品线包括软包电池及方形铝壳电池。该公司的铅酸电池包括吸水玻璃垫电池、胶体电池及铅碳电池。该公司的产品主要应用于通信基站、数据中心及能源储存环境。该公司主要在中国国内和海外市场开展业务。,,"联交所指定卖空证券,H股内地民营企业,次新股[HK],H股",
6980.HK,,"八马茶业股份有限公司于1997年7月28日在中国成立的有限责任公司,并于2014年9月10日转换为股份有限公司。公司是2024年中国最大的高端茶叶供应商、2024年高端中国茶领域销量第一名、中国知名茶品牌。按截至2024年12月31日茶叶连锁专卖店数量计,公司在中国茶叶供应商中排名第一;按2024年销售收入计,公司在中国高端茶叶市场排名第一,同时在中国乌龙茶和红茶市场亦排名第一;截至2024年,公司的(i)铁观音销量连续10余年位居全国第一,(ii)武夷岩茶销量连续5年位居全国第一,及(iii)红茶销量连续4年位居全国第一。根据Chnbrand发布的2024年中国顾客满意度指数报告,公司‘八马’品牌在中国连锁茶叶品牌中的品牌知名度排名首位。公司借助遍布全国的线下门店网络和全方位的线上销售平台为消费者提供高品质中国好茶,产品覆盖乌龙茶、黑茶、红茶、绿茶、白茶、黄茶等全品类茶叶及茶具、茶食、茶饮等非茶叶产品。",,"H股,次新股[HK]",
7489.HK,,"岚图汽车科技股份有限公司成立于2021年06月26日。公司是东风公司(中国最大的中央国有汽车集团之一)旗下的高端智慧新能源汽车品牌。公司成立于2021年,公司的中文名称岚图,谐音‘蓝图’,象征着美好的规划和前景,寓意一张蓝图绘到底。公司充分整合东风公司56年的造车技术和优势资源,通过科技创新交付优质新能源汽车产品。公司主要于中国设计、开发、制造及销售新能源汽车。公司的业务处于新能源汽车市场中的高端领域。公司的目标人群定位于新时代中坚力量,产品主要覆盖人民币20万元至人民币50万元价格带。公司于2021年8月开始交付第一款车型岚图FREE,2024年4月累计生产的第10万辆车下线,2025年4月累计生产的第20万辆车下线,2025年11月累计生产的第30万辆车下线。根据灼识咨询的资料,公司是首个达成30万辆整车下线的央国企高端新能源汽车品牌。公司的销量位列中国高端新能源汽车行业前列。根据灼识咨询的资料,公司的销量在2022年至2024年期间复合年均增长率为103.2%,是增速第3快的中国高端新能源汽车品牌。公司的快速增长主要归功于公司相较于业内同行,公司仍处于发展的较早期阶段。于往绩记录期间,公司几乎所有的收入来自中国,其中岚图梦想家的销售额贡献了大部分收入。",,"次新股[HK],H股",
7618.HK,,"京东工业股份有限公司成立于2019年11月5日。公司是中国领先的工业供应链技术与服务提供商。通过践行变革性的工业供应链数智化转型,公司帮助客户实现保供、降本、增效及合规。公司通过‘太璞’这一‘数’(数智)、‘实’(商品)结合的全链路数智化工业供应链解决方案,提供广泛的工业品供应和数智化供应链服务,以满足客户的多样化需求。‘太璞’建立在公司端到端的供应链数智化基础设施之上,涵盖商品、采购、履约及运营。公司主要通过向客户销售工业品及提供相关服务获得收入。公司于2017年开始布局专注于MRO采购服务的供应链技术与服务业务。经过多年发展,公司已成为中国MRO采购服务市场的最大参与者,根据灼识咨询的资料显示,按2024年的交易额计,公司排名第一,规模为第二名的近三倍。根据同一资料显示,随着公司向更广阔的工业供应链市场扩展,按2024年的交易额计,公司亦为中国工业供应链技术与服务市场最大的服务提供商,市场份额达到4.1%。公司规模的持续增长充分证明了公司业务模式的高效性。自2022年至2024年,公司的持续经营业务收入由约人民币141亿元增至人民币204亿元,复合年增长率为20.1%。",,"港股通标的股票,深港通下的港股通标的股票,联交所指定卖空证券,次新股[HK],非H股内地民营企业,港股VIE架构公司",
7630.HK,,"南京英派药业股份有限公司成立于2009年6月10日，是一家处于商业化阶段的创新驱动型生物技术公司,致力于在全球范围内推进基于合成致死(synthetic lethality)机制的精准抗癌疗法,以重新定义癌症治疗标准。公司通过自主研发建立了最全面、最先进的合成致死产品组合之一,也是全球仅有的三家同时拥有商业化阶段的PARP1/2抑制剂和临床阶段新一代PARP1选择性抑制剂的公司之一。公司的核心产品塞纳帕利已在中国获批上市,作为卵巢癌一线维持疗法,适用于全人群(无论突变状态),并展现出同类最优的临床特征。通过整合小分子药物与新兴疗法(包括新一代抗体偶联药物(ADC)和蛋白降解剂)的自主研发平台,公司持续推动创新突破。迄今为止,公司已与多家全球领先的生物科技公司及中国药企建立合作,这充分体现了业界对公司管线与研发平台的认可。",,"H股,次新股[HK],生物科技公司（18A）",
7666.HK,,"剂泰科技(北京)股份有限公司成立于2020年1月10日。公司是人工智能纳米材料创新的领军者,致力于有效载荷(Payload)在各种生命体中的递送与应用,以AI纳米创新开启健康未来。NanoForge是公司专有的、协同整合的人工智能驱动纳米科技创新体系的基础,涵盖公司自主生成的庞大脂质库、人工智能基础模型、METiSAI智能体、量子化学与分子动力学模拟及人工智能驱动的高通量筛选平台。在此基础上,公司开发了三大专业的解决方案(即AiTEM、AiLNP及AiRNA平台),用以模拟、预测及阐释纳米级别的相互作用关系,从而实现对先进纳米材料及其相关有效载荷的合理设计、优化及验证。",,"港股成交额前100[HK],H股,次新股[HK],特专科技公司（18C）",
7688.HK,,"上海拓璞数控科技股份有限公司于2007年5月18日注册成立为有限公司。公司是中国一家专注于高端智能制造装备(主要为五轴计算机数字化控制(‘数控’)机床)的研发、设计、生产及销售的企业。公司专注于研发五轴数控机床,以满足中国航空航天领域对先进制造的需求。根据灼识咨询报告,于2025年,公司在中国航空航天五轴数控机床市场排名首位,市场份额达10.0%,而在中国五轴数控机床市场的所有供应商中排名第五且在国内供应商中排名第二,市场份额达3.9%。根据同一资料来源,五轴数控机床为基础工业制造设备,由于其超高精密度、效率及智能加工能力,跨行业的应用日益广泛。五轴数控机床的市场规模预计将从2025年的人民币129亿元增长至2030年的人民币319亿元,复合年增长率为19.8%。于往绩记录期间,公司已将市场版图拓展至通用行业领域,涵盖汽车、能源、医疗设备、造船、机床设备以及模具制造等行业。",,"H股内地民营企业,H股",
8529.HK,,优博控股有限公司是一间主要从事制造及销售后段半导体传输介质的投资控股公司。该公司通过两个分部运营。后段半导体传输介质分部从事制造及销售后段半导体传输介质产品，包括联合电子设备工程委员会托盘、载带及其他配件。微机电系统及传感器封装解决方案分部从事制造及销售微机电系统及传感器产品封装。,,非H股内地民营企业,
8549.HK,,金叶国际集团有限公司是一家主要从事机械及电气工程业务的投资控股公司。该公司主要从事供应、安装、保养及维修暖气、通风及冷气调节系统业务。该公司还从事供应、安装、保养及维修电力装置系统和给供水系统业务。此外，该公司还提供设计、安装、测试及维护保养的服务。,,"非H股内地民营企业,次新股[HK]",
8610.HK,,"BBSB International Limited成立于2025年5月30日。公司为一家于马来西亚拥有超过16年经验的土木工程承包商,专门为大型交通基础建设工程项目作为承包商提供桥梁工程服务。公司的桥梁工程服务主要涉及设计及建造整段或任何一段或多段横跨道路及河流的不同结构及跨度的大梁桥,以及建造与桥梁相关连接高速公路、道路和附属设施。公司承接的项目主要由马来西亚政府或政府关联公司启动或拥有,通常属于大型并涉及复杂大梁桥设计与结构的项目。于往绩记录期间,利用公司于马来西亚土木工程行业的声誉及经验,公司将土木工程服务范围战略扩展至包括防洪工程。此扩展乃由于桥梁工程与防洪工程于规划、岩土工程、结构设计、施工方法及环保合规等方面有共同的工程程序而促成。",,次新股[HK],
8629.HK,,广东集信国控检测认证技术服务中心股份有限公司是一家主要从事建设工程检测检验服务的中国公司。该公司主要提供包括地基基础检测服务、基础设施及公共道路检测服务、建筑材料检测服务以及建筑结构检测服务在内的建设工程检测服务。该公司亦提供包括边坡监测及基坑监测服务在内的建设工程检验服务。该公司还提供食品检测服务。该公司主要在国内市场经营其业务。,,H股,
8637.HK,,元续科技控股有限公司是一家总部位于新加坡的精密工程服务提供商。该公司专门为半导体和其他行业的国际公司提供精密加工和精密焊接服务。该公司的业务部门包括精密加工和精密焊接。精密加工部门从事从工件上去除材料以制造公差严格的零件和组件的加工过程。该公司销售经过精密加工工艺的零件，包括车削、铣削、磨削和钻孔等。精密焊接部门涉及以精确和受控的方式在工件上使用焊接设备和专门的焊接技术。该公司销售经过精密焊接工艺的零件，这些零件用于小零件、尺寸公差严格的零件或需要几乎看不见的线焊的零件。,,,
9606.HK,,映恩生物是一家主要从事临床阶段生物制药的投资控股公司。该公司致力于为癌症和自身免疫性疾病等患者研发抗体偶联药物（ADC）创新药物。该公司的主要候选药物产品包括DB-1303/BNT323、DB-1311/BNT324、DB-1310、DB-1305/BNT325、DB-1419和DB-2304。该公司的产品主要用于靶向治疗子宫内膜癌（EC）、乳腺癌（BC）、小细胞肺癌（SCLC）、去势抵抗性前列腺癌（CRPC）、食管鳞状细胞癌（ESCC）及头颈部鳞状细胞癌（HNSCC）。该公司主要在国内和国外市场开展业务。,,"港股通标的股票,深港通下的港股通标的股票,联交所指定卖空证券,非H股内地民营企业,生物科技公司（18A）",
9609.HK,,"河北海伟电子新材料科技股份有限公司成立于2006年9月6日，根据灼识咨询的资料,以2024年的电容器基膜销量计,公司是中国第二大的电容器薄膜制造商。公司的电容器薄膜产品主要包括(i)电容器基膜及(ii)金属化膜。该等产品为薄膜电容器的关键组成部分,而薄膜电容器以其出色的耐电压性、高频稳定性及长使用寿命而著称。薄膜电容器的终端应用场景广泛,包括(i)新能源汽车,(ii)新能源电力系统,(iii)工业设备及(iv)家用电器。",,"H股内地民营企业,H股,次新股[HK]",
9611.HK,,上海龙旗科技股份有限公司的主营业务是智能产品研发设计、生产制造、综合服务。公司的主要产品是智能手机、平板电脑、AIoT产品。2025年上海市百强企业、2025年上海民营企业百强、2025年上海制造业百强企业、2025年上海民营制造业企业百强、2025年上海新兴产业企业百强、2025年中国制造业企业500强、2025年电子信息竞争力百强企业。,,"港股通标的股票,深港通下的港股通标的股票,H股内地民营企业,次新股[HK],H股",
9639.HK,,荣利营造控股有限公司是一家主要从事土木工程业务的投资控股公司。该公司通过三个分部运营业务。土木工程分部主要从事地盘平整工程以及道路和渠务工程，例如钢结构安装和道路整改等。电缆工程分部主要从事电缆挖沟、铺设及接驳，混凝土浇筑工程、交通影响评估以及紧急及电缆故障维修等。太阳能光伏系统分部主要从事太阳能光伏系统工程的设计、安装及维护工程。该公司还从事其他业务包括材料销售及租赁机械。,,非H股内地民营企业,
9660.HK,,Horizon Robotics是一家主要提供乘用车高级辅助驾驶（ADAS）和高阶自动驾驶（AD）解决方案的投资控股公司。该公司主要通过两个分部开展业务。汽车解决方案分部主要从事产品解决方案以及授权及服务业务。该公司的解决方案主要包括Horizon Mono、Horizon Pilot、Horizon SuperDrive，以及乘用车的汽车舱内解决方案。非车解决方案分部使设备制造商能够设计和制造设备和器具，如割草机、健身镜及空气净化器。该公司主要在国内市场开展业务。,,"深港通下的港股通标的股票,港股通标的股票,港股成交额前100[HK],无人驾驶[HK],联交所指定卖空证券,非H股内地民营企业,港股VIE架构公司,同股不同权公司",
9678.HK,,云知声智能科技股份有限公司是一家专注于人工智能语音技术研发及应用的中国公司。在智能语音交互产品领域，该公司主要提供物联网语音交互产品及智能语音工具产品。在智慧物联网解决方案领域，该公司主要为酒店、社区、住宅、医院等特定场景提供智慧物联网整体解决方案。该公司还提供人工智能技术服务。该公司主要在中国国内和海外市场开展业务。,,"联交所指定卖空证券,智能医疗[HK],人工智能[HK],港股通标的股票,深港通下的港股通标的股票,次新股[HK],H股内地民营企业,H股",
9680.HK,,如祺出行科技有限公司是一家主要从事提供网约车服务业务的公司。该公司主要通过三个分部开展业务。出行服务业务分部主要从事提供网约车服务、无人驾驶共享出行车辆履行的网约车服务、顺风车服务及其他相关服务。技术服务业务分部主要从事提供技术服务。车队销售及维修业务分部主要从事销售车辆，提供维修保养服务以及其他相关服务。该公司主要在中国国内市场开展业务。,,"红筹股,港股VIE架构公司",
9879.HK,,米高集团控股有限公司是一家主要从事钾肥采购、制造、加工和销售业务的中国公司。该公司从事生产多种钾肥产品，包括氯化钾、硫酸钾、硝酸钾和复合肥。该公司产品广泛应用于农业领域，特别是农作物，主要客户包括大型农垦公司、国营烟草公司和农业综合服务公司。,,非H股内地民营企业,
9881.HK,,容大合众(厦门)科技集团股份公司是一家主要从事打印设备、衡器、销售点（POS）终端机及个人数字助理（PDA）的设计、研发、制造及营销的中国公司。该公司的打印设备包括票据打印机、条码标签打印机、便携式学习打印机、打印模组及其他打印机。该公司产品广泛应用于各行各业，包括零售、教育、餐饮、物流、仓储、制造、酒店、医疗及环境行业。该公司主要在中国国内和海外市场开展业务。,,"H股,H股内地民营企业,次新股[HK]",
9887.HK,,南京维立志博生物科技股份有限公司是一家主要从事发现、开发和商业化治疗肿瘤、自身免疫性疾病以及其他严重疾病的新疗法的中国公司。该公司的主要候选药物包括LBL-024、LBL-034、LBL-033、LBL-007等。该公司的LBL-024主要用于治疗肺外神经内分泌癌（EP-NEC）、小细胞肺癌（SCLC）、胆道癌（BTC）及非小细胞肺癌（NSCLC）、食管鳞状细胞癌（ESCC）、肝细胞癌（HCC）、胃癌（GC）及其他实体瘤。该公司还开发了专有技术平台，包括LeadsBody平台（CD3 T-cell engager平台）、X-body平台（4-1BB engager平台）以及其他几个双特异性抗体及融合蛋白平台。该公司主要在国内市场开展业务。,,"港股通标的股票,深港通下的港股通标的股票,联交所指定卖空证券,H股,次新股[HK],生物科技公司（18A）",
9903.HK,,"上海天数智芯半导体股份有限公司（简称“天数智芯”）成立于2015年12月29日，公司提供针对不同行业的通用GPU产品及AI算力解决方案。公司的产品组合主要包括通用GPU芯片及加速卡,以及定制AI算力解决方案(包括通用GPU服务器及集群),将公司的硬件与专有的软件栈结合,以满足客户在训练及推理场景中的特定需求。",,"联交所指定卖空证券,H股,次新股[HK]",
9927.HK,,赛力斯集团股份有限公司的主营业务是新能源汽车及核心三电等产品的研发、制造、销售及服务。公司的主要产品是新能源汽车、传统燃油车、其他。问界品牌继续入选中央广播电视总台2025“品牌强国工程”。,,"联交所指定卖空证券,深港通下的港股通标的股票,港股通标的股票,次新股[HK],H股,H股内地民营企业",
9973.HK,,奇瑞汽车股份有限公司是一家主要从事生产及销售乘用车、汽车组件及零部件的中国公司。该公司的乘用车产品组合包括燃油车（ICE）和新能源（NEVs）汽车。该公司还从事设计、开发和制造主要用于乘用车的发动机、传动系统和底盘。该公司的品牌包括“奇瑞”、“捷途”、“星途”、“iCAR”和“智界”。该公司主要在中国国内和海外市场开展业务。,,"港股通标的股票,深港通下的港股通标的股票,联交所指定卖空证券,次新股[HK],H股",
9980.HK,,东鹏饮料(集团)股份有限公司的主营业务是饮料的研发、生产及销售。公司的主要产品是能量饮料、电解质饮料、茶（类）饮料、咖啡（类）饮料、植物蛋白（类）饮料以及果蔬汁类饮料。,,"深港通下的港股通标的股票,港股通标的股票,次新股[HK],H股内地民营企业,H股",
9981.HK,,深圳市沃尔核材股份有限公司的主营业务是电子材料、通信线缆、电力、新能源汽车及风力发电五类业务。公司的主要产品是热缩管、双壁管、标识管、母排管。,,"深港通下的港股通标的股票,次新股[HK],港股通标的股票,H股内地民营企业,H股",
