p05309_f001,p05309_f002,p05309_f003,p05309_f016,p05309_f004,p05309_f017,p05309_f005,p05309_f018,p05309_f006,p05309_f019,p05309_f009,p05309_f008,p05309_f011,p05309_f014,p05309_f010,p05309_f015,p05309_f012,p05309_f013
1187.HK,可孚医疗,2026/05/06,2026/04/27,2026/05/05,是,黄雪林,"黄先生为胜蓝科技股份有限公司(‘胜蓝科技’,一家于深圳证券交易所上市的公司(股份代号:300843))董事长。截至最后实际可行日期,黄先生持有胜蓝科技已发行股本总额约45.28%,并为胜蓝科技的最终实益拥有人。",,,995400,39152500.0000,HKD,3.6900,6,2026/11/06,医疗设备及用品,医疗保健设备
1187.HK,可孚医疗,2026/05/06,2026/04/27,2026/05/05,是,"FR M CONSULTING CO., LTD","FR M CONSULTING为一家于英属维尔京群岛注册成立的有限责任公司,主要从事证券市场投资。其投资组合包括投资于医疗保健、生物科技及矿业领域的香港上市公司。",张国锋,"张国锋先生(一名独立第三方)为FR M CONSULTING的最终实益拥有人。张先生主要从事投资及企业管理工作,并曾以个人名义投资于(其中包括)医疗保健及生物科技行业的营运公司。",597200,23491500.0000,HKD,2.2100,6,2026/11/06,医疗设备及用品,医疗保健设备
1187.HK,可孚医疗,2026/05/06,2026/04/27,2026/05/05,是,戴钧安,"戴先生为一名个人投资者及独立第三方。自2020年起,戴先生担任运岭有限公司(一家于香港注册成立的有限公司)董事兼总经理。戴先生一直为中国若干消费电子公司的股东。截至最后实际可行日期,戴先生已投资若干家上市公司,投资组合超100百万港元。",,,497700,19576250.0000,HKD,1.8400,6,2026/11/06,医疗设备及用品,医疗保健设备
1187.HK,可孚医疗,2026/05/06,2026/04/27,2026/05/05,是,香港汉清达实业有限公司,"汉清达实业为一家于香港注册成立的有限公司,主要从事电子产品、电子零部件、数码产品及运动穿戴设备的进出口贸易。",侯守山,,497700,19576250.0000,HKD,1.8400,6,2026/11/06,医疗设备及用品,医疗保健设备
1187.HK,可孚医疗,2026/05/06,2026/04/27,2026/05/05,是,陆勤超,"陆女士为一名个人投资者及独立第三方。陆女士拥有逾20年基金投资经验。陆女士现任广州丹麓股权投资管理有限公司(‘丹麓资本’)的创始人兼执行事务合伙人,专注于医疗健康产业的早期股权投资,丹麓资本的资产管理规模近人民币20亿元。其投资组合包括但不限于广州朗目生命科技有限公司及苏州良医汇网络科技有限公司。",,,398100,15661000.0000,HKD,1.4700,6,2026/11/06,医疗设备及用品,医疗保健设备
1187.HK,可孚医疗,2026/05/06,2026/04/27,2026/05/05,是,中康科技控股有限公司,"中康科技为一家于开曼群岛注册成立并于联交所上市的有限责任公司(股份代号:2361.HK)。最终股东为吴郁抒先生。该公司为一家基于健康产业数据要素及生态系统资源的AI技术服务公司。该集团秉持‘AI驱动’的发展战略,依托最全面的产业大数据网络、生态系统平台及领先的AI技术,聚焦全医疗健康场景下的AI智能体应用与数据价值挖掘,助力药企、药房、医院及健康管理机构等客户提升运营效率及决策优化,致力于构建全生命周期健康管理系统,践行公司‘智慧健康产业、智慧健康生活’的使命。",吴郁抒,,398100,15661000.0000,HKD,1.4700,6,2026/11/06,医疗设备及用品,医疗保健设备
1187.HK,可孚医疗,2026/05/06,2026/04/27,2026/05/05,是,大成国际资产管理有限公司,"大成国际于2009年3月19日在香港成立,注册资本为2亿港元,为大成基金管理有限公司(‘大成基金’)的全资附属公司,致力于为客户提供全面及一体化的资产管理及投资顾问服务。根据证券及期货条例,大成国际获发牌从事第1类(证券交易)、第4类(就证券提供意见)及第9类(提供资产管理)受规管活动,并于2015年取得全国社会保障基金投资管理人资格,担任中华人民共和国全国社会保障基金理事会的投资管理人。大成国际担任由其管理或分管理的大成中国灵活配置基金的投资管理人或投资顾问,并拥有全权投资许可权。成国际拥有成熟的产品线,涵盖公募基金(包括投资于中国证券市场及海外证券市场)、私募基金及全权委托账户投资组合。大成国际为获中国证监会颁发QFII/RQFII资格的11家香港附属公司之一,亦为仅有的四名全国社会保障基金境外投资管理人资格持有人之一。于2018年10月,大成国际成为首批获得港股通境外投资顾问资格的机构之一。",大成基金管理有限公司,,398100,15661000.0000,HKD,1.4700,6,2026/11/06,医疗设备及用品,医疗保健设备
1187.HK,可孚医疗,2026/05/06,2026/04/27,2026/05/05,是,ODI TRUST LIMITED,"ODI TRUST为一家于香港注册并受香港《受托人条例》规管的公司,概无股东持有ODI TRUST 30%以上股权。ODI TRUST以自营投资方式认购发售股份。作为一家专业机构,其以受托人身份为客户提供服务。该公司亦持有信托或公司服务提供者(TCSP)牌照。ODI TRUST为一家全球性综合金融集团,配备全面的金融牌照及跨境金融服务能力。ODI TRUST致力服务亚太地区的高净值人士、企业及金融机构,成为其值得信赖的跨境金融合作伙伴。",,,199000,7830500.0000,HKD,0.7400,6,2026/11/06,医疗设备及用品,医疗保健设备
1609.HK,天星医疗,2026/05/05,2026/04/24,2026/05/04,是,JSC International Investment Fund SPC – Shenghai SP,JSC International Investment Fund SPC为JSC International Investment Fund SPC发行的独立投资组合，而JSC International Investment Fund SPC由璟泉亦智二期(北京)股权投资基金合伙企业(有限合伙)(‘璟泉亦智二期’)控制。,北京市人民政府国有资产监督管理委员会,,1968550,193902175.0000,HKD,23.3700,6,2026/11/05,医疗设备及用品,医疗保健设备
1609.HK,天星医疗,2026/05/05,2026/04/24,2026/05/04,是,奥博亚洲四期(香港)有限公司,"奥博亚洲四期是一支专注于亚洲医疗保健投资之私人投资基金,亦为公司现有股东。",OrbiMed Advisors IV Limited,"奥博亚洲四期(香港)有限公司由OrbiMed Asia Partners IV, L.P.（‘Asia IV’）全资拥有，其为一家于开曼群岛注册之获豁免有限合伙企业。OrbiMed Asia GP IV, L.P.（‘Asia GP’）为Asia IV基金之普通合伙人，而OrbiMed Advisors IV Limited则为Asia GP之普通合伙人。",397650,39168525.0000,HKD,4.7200,6,2026/11/05,医疗设备及用品,医疗保健设备
1609.HK,天星医疗,2026/05/05,2026/04/24,2026/05/04,是,Mega Prime Development Limited,Mega Prime Development Limited（‘Mega Prime’）为于英属维尔京群岛注册成立的有限责任公司，且为GBA Homeland Limited的全资附属公司。,大湾区共同家园投资有限公司,"大湾区共同家园投资有限公司为一家于香港注册成立的有限公司,由十名股东共同拥有,各持有该公司少于13%的股权。大湾区共同家园投资的业务范畴覆盖投资业务、投资控股,以及通过其附属公司设立或管理私募股权基金,旨在把握粤港澳大湾区发展、国际科创中心建设等历史机遇,聚焦科技创新、产业升级、美好生活、智慧城市等相关领域。",318100,31332850.0000,HKD,3.7800,6,2026/11/05,医疗设备及用品,医疗保健设备
1609.HK,天星医疗,2026/05/05,2026/04/24,2026/05/04,是,Poly Platinum Enterprises Limited,Poly Platinum Enterprises Limited（‘Poly Platinum’）为于英属维尔京群岛注册成立的有限责任公司，且由大湾区共同家园发展基金有限合伙（‘大湾区基金’）全资控制。,大湾区共同家园投资有限公司,"大湾区共同家园投资有限公司为一家于香港注册成立的有限公司,由十名股东共同拥有,各持有该公司少于13%的股权。大湾区共同家园投资的业务范畴覆盖投资业务、投资控股,以及通过其附属公司设立或管理私募股权基金,旨在把握粤港澳大湾区发展、国际科创中心建设等历史机遇,聚焦科技创新、产业升级、美好生活、智慧城市等相关领域。",238600,23502100.0000,HKD,2.8300,6,2026/11/05,医疗设备及用品,医疗保健设备
6810.HK,商米科技-W,2026/04/29,2026/04/21,2026/04/28,是,"XINWUTANG CO., LIMITED","XINWUTANG CO., LIMITED乃一家在香港注册成立的有限公司，由嘉善新武塘股权投资合伙企业（有限合伙）（‘嘉善新武塘’）全资拥有。",江省金融市场投资有限公司,江省金融市场投资有限公司，为一家持有浙江股权服务集团有限公司12%股权的国有公司。,9945700,247250102.0000,HKD,23.3300,6,2026/10/29,电脑及周边器材,电子设备和仪器
6810.HK,商米科技-W,2026/04/29,2026/04/21,2026/04/28,是,China Orient Enhanced Income Fund,China Orient Enhanced Income Fund为一家于开曼群岛注册成立的公司，并由中国东方国际资产管理有限公司管理。,中央汇金投资有限责任公司,"中央汇金投资有限责任公司，为一家国有投资公司,成立于2003年12月,代表中华人民共和国行使对国有重点金融企业的出资人权利和义务。",1575100,39156986.0000,HKD,3.7000,11,2027/03/29,电脑及周边器材,电子设备和仪器
1879.HK,曦智科技-P,2026/04/28,2026/04/20,2026/04/27,是,Alibaba Investment Limited,Alibaba Investment Limited（‘Alibaba Investment’）为一家在英属维尔京群岛注册成立的有限公司，亦是阿里巴巴集团控股有限公司（一家股份于纽约证券交易所（股份代号：BABA）及联交所（股份代号：HK.09988）上市的公司）的全资附属公司。Alibaba Investment为阿里巴巴集团战略投资业务的一家投资控股公司。,阿里巴巴集团控股有限公司,阿里巴巴集团控股有限公司(一家股份于纽约证券交易所(股份代号BABA)及联交所(股份代号HK.09988)上市的公司。,1111680,203659776.0000,HKD,8.0600,6,2026/10/28,半导体设备与材料,半导体产品
1879.HK,曦智科技-P,2026/04/28,2026/04/20,2026/04/27,是,GIC Private Limited,"GIC Private Limited（‘GIC’）是一家领先的环球投资公司，成立于1981年，旨在保障新加坡的财务未来。作为新加坡外汇储备的管理人，GIC采取长期且严谨的投资方针。其资产配置策略涵盖三大资产类别 — 股票、固定收益及实物资产，包括投资发达及新兴市场的股票、名义及通货膨胀挂钩债券、私募股权、房地产、另类投资及基础设施。GIC总部位于新加坡，业务遍及全球，在11个主要金融城市拥有超过2,300名人才，并在逾40个国家进行投资。",,,855135,156660732.0000,HKD,6.2000,6,2026/10/28,半导体设备与材料,半导体产品
1879.HK,曦智科技-P,2026/04/28,2026/04/20,2026/04/27,是,Baillie Gifford Overseas Limited及Baillie Gifford & Co,Baillie Gifford Overseas Limited及Baillie Gifford & Co（统称‘Baillie Gifford’）均为在英国成立并获英国金融行为监管局授权的全权投资管理公司。,,,641355,117496236.0000,HKD,4.6500,6,2026/10/28,半导体设备与材料,半导体产品
1879.HK,曦智科技-P,2026/04/28,2026/04/20,2026/04/27,是,Schroder Investment Management (Singapore) Ltd、Schroder Investment Management (Hong Kong) Limited、Schroder Investment Management Limited,SIMSL为于新加坡注册成立的公司。SIMHK为于香港注册成立的公司。SIML为于英格兰及威尔士注册成立的公司。SIMSL、SIMHK及SIML各自最终由Schroders plc全资拥有。,Schroders plc,Schroders plc的普通股于伦敦证券交易所（股份代号：LON：SDR）上市。,641355,117496236.0000,HKD,4.6500,6,2026/10/28,半导体设备与材料,半导体产品
1879.HK,曦智科技-P,2026/04/28,2026/04/20,2026/04/27,是,"BlackRock, Inc.",BlackRock于纽约证券交易所上市（股份代号：BLK）。截至2026年3月31日，该公司代表全球投资者管理约13.9万亿美元的资产。,,,641355,117496236.0000,HKD,4.6500,6,2026/10/28,半导体设备与材料,半导体产品
1879.HK,曦智科技-P,2026/04/28,2026/04/20,2026/04/27,是,Taibai Investments Pte. Ltd.,Taibai Investments Pte. Ltd.为Temasek Holdings (Private) Limited（‘淡马锡’）的间接全资附属公司。,Temasek Holdings (Private) Limited,"淡马锡是一家总部位于新加坡的国际投资公司,截至2025年3月31日的投资组合净值为4,340亿新元。淡马锡的使命‘延延世代,欣欣向荣’指引公司开拓创新。淡马锡致力于塑造具有韧性和前瞻性的投资组合,实现长期可持续的回报。淡马锡在全球9个国家拥有13个办事处亚洲地区包括北京、河内、孟买、上海、深圳和新加坡;亚洲以外的地区包括布鲁塞尔、伦敦、墨西哥城、纽约、巴黎、旧金山和华盛顿哥伦比亚特区。",641355,117496236.0000,HKD,4.6500,6,2026/10/28,半导体设备与材料,半导体产品
